0.000000000E+00 0.000000000E+00
 1.093911589E-03 1.526633929E-02
 3.890689695E-03 3.030559979E-02
 8.152402937E-03 4.499695078E-02
 1.369322278E-02 5.925657973E-02
 2.039993741E-02 7.300683111E-02
 2.821007371E-02 8.616104722E-02
 3.709864244E-02 9.861135483E-02
 4.706642404E-02 1.102152392E-01
 5.812748522E-02 1.207798496E-01
 7.029153407E-02 1.300486028E-01
 8.348952234E-02 1.377732605E-01
 9.750566632E-02 1.438933462E-01
 1.121014431E-01 1.484661698E-01
 1.270686537E-01 1.516222358E-01
 1.422478706E-01 1.535278857E-01
 1.575253904E-01 1.543554515E-01
 1.728252321E-01 1.542669386E-01
 1.881014556E-01 1.534061730E-01
 2.033282965E-01 1.518974006E-01
 2.184921652E-01 1.498471648E-01
 2.335882485E-01 1.473466754E-01
 2.486182153E-01 1.444746256E-01
 2.635873556E-01 1.412999332E-01
 2.785034776E-01 1.378842145E-01
 2.933746874E-01 1.342789233E-01
 3.082054257E-01 1.305104643E-01
 3.229989409E-01 1.265980750E-01
 3.377588987E-01 1.225610450E-01
 3.524895310E-01 1.184181720E-01
 3.671953082E-01 1.141883731E-01
 3.818812370E-01 1.098899543E-01
 3.965523839E-01 1.055411547E-01
 4.112138748E-01 1.011600569E-01
 4.258711040E-01 9.676437080E-02
 4.405292273E-01 9.237176180E-02
 4.551934004E-01 8.799970150E-02
 4.698688090E-01 8.366539329E-02
 4.845602810E-01 7.938600332E-02
 4.992725849E-01 7.517853379E-02
 5.140100718E-01 7.105989754E-02
 5.287756324E-01 6.704346091E-02
 5.435693860E-01 6.313202530E-02
 5.583908558E-01 5.932668969E-02
 5.732394457E-01 5.562907457E-02
 5.881149173E-01 5.204095691E-02
 6.030170321E-01 4.856463149E-02
 6.179453731E-01 4.520294070E-02
 6.328997016E-01 4.195902124E-02
 6.478797197E-01 3.883655742E-02
 6.628853083E-01 3.583990410E-02
 6.779164076E-01 3.297381476E-02
 6.929731369E-01 3.024383634E-02
 7.080547810E-01 2.765646204E-02
 7.231613994E-01 2.521893568E-02
 7.382931709E-01 2.293940820E-02
 7.534491420E-01 2.082737163E-02
 7.686276436E-01 1.888552122E-02
 7.838250399E-01 1.710654795E-02
 7.990418077E-01 1.548209973E-02
 8.142711520E-01 1.400501188E-02
 8.295156956E-01 1.266725641E-02
 8.447705507E-01 1.146153733E-02
 8.600334525E-01 1.037978847E-02
 8.753100634E-01 9.412862360E-03
 8.905918598E-01 8.550764993E-03
 9.058733582E-01 7.780353539E-03
 9.211596847E-01 7.081951015E-03
 9.364499450E-01 6.423408631E-03
 9.517348409E-01 5.753803533E-03
 9.670293927E-01 4.990073387E-03
 9.823865891E-01 3.940286580E-03
 9.977504611E-01 2.220730064E-03
 9.983323216E-01 2.071524505E-03
 9.989569187E-01 1.794076408E-03
 9.995133877E-01 1.286561950E-03
 9.998466372E-01 7.208525785E-04
1.000000000E+00 0.000000000E+00
 9.999074340E-01 -8.243519114E-04
 9.997038841E-01 -1.247649197E-03
 9.994389415E-01 -1.643556636E-03
 9.990723133E-01 -1.959167887E-03
 9.987597466E-01 -2.148055239E-03
 9.984898567E-01 -2.270636382E-03
 9.982957244E-01 -2.340592444E-03
 9.978722930E-01 -2.464029938E-03
 9.826787710E-01 -3.243252169E-03
 9.674641490E-01 -3.341650357E-03
 9.522336721E-01 -3.144011833E-03
 9.370154738E-01 -2.845684532E-03
 9.218063354E-01 -2.532379702E-03
 9.065872431E-01 -2.249037614E-03
 8.913633227E-01 -2.022591652E-03
 8.761458397E-01 -1.869220519E-03
 8.609181643E-01 -1.800103229E-03
 8.456962705E-01 -1.824172563E-03
 8.304761052E-01 -1.949083409E-03
 8.152578473E-01 -2.181965159E-03
 8.000409603E-01 -2.529795747E-03
 7.848268747E-01 -2.999575576E-03
 7.696180940E-01 -3.598510521E-03
