 7.544152737E-01 -4.334326368E-03
 7.392196059E-01 -5.214884877E-03
 7.240335345E-01 -6.245577242E-03
 7.088592052E-01 -7.429982070E-03
 6.936978102E-01 -8.772464469E-03
 6.785516739E-01 -1.027799025E-02
 6.634232402E-01 -1.195232477E-02
 6.483152509E-01 -1.380190719E-02
 6.332307458E-01 -1.583408937E-02
 6.181731820E-01 -1.805699244E-02
 6.031464934E-01 -2.047978900E-02
 5.881553292E-01 -2.311267704E-02
 5.732046962E-01 -2.596703172E-02
 5.583007932E-01 -2.905560285E-02
 5.434502363E-01 -3.239253908E-02
 5.286615491E-01 -3.599357605E-02
 5.139444470E-01 -3.987617046E-02
 4.993099868E-01 -4.405718297E-02
 4.847678840E-01 -4.855352640E-02
 4.703289270E-01 -5.338336155E-02
 4.559992254E-01 -5.856827274E-02
 4.417808652E-01 -6.413410604E-02
 4.276789129E-01 -7.010912150E-02
 4.137122333E-01 -7.651913166E-02
 3.998694718E-01 -8.340829611E-02
 3.860576153E-01 -9.087595344E-02
 3.721668422E-01 -9.905970842E-02
 3.582245409E-01 -1.080461368E-01
 3.444657624E-01 -1.177871302E-01
 3.310339749E-01 -1.282677948E-01
 3.178958893E-01 -1.394608468E-01
 3.050176501E-01 -1.511193812E-01
 2.923000455E-01 -1.629960537E-01
 2.795599699E-01 -1.748764962E-01
 2.665411234E-01 -1.865406632E-01
 2.530584037E-01 -1.975835115E-01
 2.391399592E-01 -2.073197216E-01
 2.251299322E-01 -2.149206996E-01
 2.113602608E-01 -2.198952585E-01
 1.976638287E-01 -2.222024351E-01
 1.832585484E-01 -2.219656110E-01
 1.679102480E-01 -2.194265127E-01
 1.519989818E-01 -2.149087340E-01
 1.361013949E-01 -2.089354098E-01
 1.206242442E-01 -2.021230012E-01
 1.057749391E-01 -1.952206194E-01
 9.212105721E-02 -1.876641214E-01
 8.001817018E-02 -1.776257604E-01
 6.830599904E-02 -1.655582339E-01
 5.655570701E-02 -1.517515033E-01
 4.492472485E-02 -1.363658458E-01
 3.379154578E-02 -1.193115562E-01
 3.379154578E-02 -1.193115562E-01
 2.369168028E-02 -9.990492463E-02
 1.581616700E-02 -8.059524745E-02
 1.003527921E-02 -6.275278330E-02
 5.762836896E-03 -4.628919810E-02
 2.587369643E-03 -3.070130572E-02
 5.748614203E-04 -1.534146909E-02
 0.000000000E+00 0.000000000E+00
