1.00000000  0.00000000
0.98429268  0.00244618
0.96858924  0.00462560
0.95289355  0.00658398
0.93720948  0.00836060
0.92154090  0.00998888
0.90589169  0.01149695
0.89026569  0.01290815
0.87466677  0.01424162
0.85909877  0.01551278
0.84356553  0.01673379
0.82807090  0.01791407
0.81261869  0.01906066
0.79721270  0.02017867
0.78185676  0.02127163
0.76655464  0.02234182
0.75131011  0.02339058
0.73612695  0.02441857
0.72100889  0.02542602
0.70595967  0.02641293
0.69098301  0.02737924
0.67608258  0.02832497
0.66126208  0.02925033
0.64652516  0.03015583
0.63187545  0.03104230
0.61731657  0.03191099
0.60285211  0.03276351
0.58848564  0.03360187
0.57422071  0.03442846
0.56006083  0.03524601
0.54600950  0.03605753
0.53207019  0.03686625
0.51824633  0.03767556
0.50454133  0.03848896
0.49095858  0.03930993
0.47750144  0.04014189
0.46417321  0.04098810
0.45097718  0.04185160
0.43791662  0.04273511
0.42499475  0.04364097
0.41221475  0.04457108
0.39957977  0.04552682
0.38709295  0.04650903
0.37475734  0.04751794
0.36257601  0.04855311
0.35055195  0.04961349
0.33868813  0.05069729
0.32698749  0.05180207
0.31545289  0.05292468
0.30408720  0.05406130
0.29289322  0.05520746
0.28187370  0.05635804
0.27103137  0.05750734
0.26036891  0.05864911
0.24988893  0.05977659
0.23959403  0.06088259
0.22948676  0.06195954
0.21956959  0.06299952
0.20984499  0.06399439
0.20031534  0.06493584
0.19098301  0.06581541
0.18185028  0.06662465
0.17291943  0.06735513
0.16419264  0.06799854
0.15567207  0.06854673
0.14735984  0.06899185
0.13925797  0.06932631
0.13136849  0.06954295
0.12369332  0.06963502
0.11623437  0.06959627
0.10899348  0.06942099
0.10197242  0.06910406
0.09517295  0.06864099
0.08859672  0.06802792
0.08224537  0.06726173
0.07612047  0.06633996
0.07022351  0.06526091
0.06455597  0.06402360
0.05911923  0.06262782
0.05391464  0.06107408
0.04894348  0.05936366
0.04420699  0.05749856
0.03970631  0.05548151
0.03544258  0.05331596
0.03141684  0.05100605
0.02763008  0.04855657
0.02408324  0.04597295
0.02077719  0.04326126
0.01771275  0.04042812
0.01489067  0.03748070
0.01231166  0.03442670
0.00997634  0.03127426
0.00788530  0.02803198
0.00603904  0.02470883
0.00443804  0.02131416
0.00308267  0.01785759
0.00197327  0.01434904
0.00111013  0.01079864
0.00049344  0.00721669
0.00012337  0.00361363
0.00000000  0.00000000
0.00012337  0.00250521
0.00049344  0.00499367
0.00111013  0.00744874
0.00197327  0.00985406
0.00308267  0.01219363
0.00443804  0.01445194
0.00603904  0.01661410
0.00788530  0.01866595
0.00997634  0.02059415
0.01231166  0.02238629
0.01489067  0.02403099
0.01771275  0.02551795
0.02077719  0.02683805
0.02408324  0.02798341
0.02763008  0.02894743
0.03141684  0.02972486
0.03544258  0.03031177
0.03970631  0.03070565
0.04420699  0.03090534
0.04894348  0.03091109
0.05391464  0.03072449
0.05911923  0.03034847
0.06455597  0.02978727
0.07022351  0.02904636
0.07612047  0.02813238
0.08224537  0.02705311
0.08859672  0.02581734
0.09517295  0.02443481
0.10197242  0.02291608
0.10899348  0.02127246
0.11623437  0.01951591
0.12369332  0.01765886
0.13136849  0.01571415
0.13925797  0.01369490
0.14735984  0.01161436
0.15567207  0.00948583
0.16419264  0.00732247
0.17291943  0.00513729
0.18185028  0.00294290
0.19098301  0.00075154
0.20031534  -0.00142514
0.20984499  -0.00357609
0.21956959  -0.00569100
0.22948676  -0.00776033
0.23959403  -0.00977541
0.24988893  -0.01172848
0.26036891  -0.01361271
0.27103137  -0.01542224
0.28187370  -0.01715222
0.29289322  -0.01879874
0.30408720  -0.02035886
0.31545289  -0.02183057
0.32698749  -0.02321274
0.33868813  -0.02450505
0.35055195  -0.02570793
0.36257601  -0.02682247
0.37475734  -0.02785032
0.38709295  -0.02879356
0.39957977  -0.02965464
0.41221475  -0.03043621
0.42499475  -0.03114099
0.43791662  -0.03177170
0.45097718  -0.03233085
0.46417321  -0.03282065
0.47750144  -0.03324291
0.49095858  -0.03359888
0.50454133  -0.03388918
0.51824633  -0.03411369
0.53207019  -0.03427148
0.54600950  -0.03436074
0.56006083  -0.03437880
0.57422071  -0.03432206
0.58848564  -0.03418604
0.60285211  -0.03396545
0.61731657  -0.03365426
0.63187545  -0.03324584
0.64652516  -0.03273311
0.66126208  -0.03210878
0.67608258  -0.03136556
0.69098301  -0.03049651
0.70595967  -0.02949535
0.72100889  -0.02835687
0.73612695  -0.02707740
0.75131011  -0.02565523
0.76655464  -0.02409125
0.78185676  -0.02238945
0.79721270  -0.02055763
0.81261869  -0.01860804
0.82807090  -0.01655809
0.84356553  -0.01443117
0.85909877  -0.01225740
0.87466677  -0.01007447
0.89026569  -0.00792851
0.90589169  -0.00587497
0.92154090  -0.00397951
0.93720948  -0.00231888
0.95289355  -0.00098189
0.96858924  -0.00007026
0.98429268  0.00030045
1.00000000  0.00000000
