1.00000000  0.00000000
0.98429268  0.00345481
0.96858924  0.00653280
0.95289355  0.00929857
0.93720948  0.01180760
0.92154090  0.01410707
0.90589169  0.01623666
0.89026569  0.01822926
0.87466677  0.02011176
0.85909877  0.02190572
0.84356553  0.02362802
0.82807090  0.02529154
0.81261869  0.02690570
0.79721270  0.02847702
0.78185676  0.03000963
0.76655464  0.03150575
0.75131011  0.03296603
0.73612695  0.03439001
0.72100889  0.03577634
0.70595967  0.03712320
0.69098301  0.03842839
0.67608258  0.03968964
0.66126208  0.04090474
0.64652516  0.04207164
0.63187545  0.04318860
0.61731657  0.04425423
0.60285211  0.04526754
0.58848564  0.04622794
0.57422071  0.04713527
0.56006083  0.04798976
0.54600950  0.04879201
0.53207019  0.04954292
0.51824633  0.05024367
0.50454133  0.05089564
0.49095858  0.05150036
0.47750144  0.05205942
0.46417321  0.05257445
0.45097718  0.05304700
0.43791662  0.05347854
0.42499475  0.05387037
0.41221475  0.05422360
0.39957977  0.05453908
0.38709295  0.05481740
0.37475734  0.05505887
0.36257601  0.05526348
0.35055195  0.05543093
0.33868813  0.05556058
0.32698749  0.05565156
0.31545289  0.05570269
0.30408720  0.05571256
0.29289322  0.05567956
0.28187370  0.05560190
0.27103137  0.05547770
0.26036891  0.05530497
0.24988893  0.05508171
0.23959403  0.05480595
0.22948676  0.05447578
0.21956959  0.05408941
0.20984499  0.05364525
0.20031534  0.05314192
0.19098301  0.05257826
0.18185028  0.05195345
0.17291943  0.05126696
0.16419264  0.05051863
0.15567207  0.04970866
0.14735984  0.04883762
0.13925797  0.04790648
0.13136849  0.04691661
0.12369332  0.04586971
0.11623437  0.04476788
0.10899348  0.04361356
0.10197242  0.04240948
0.09517295  0.04115869
0.08859672  0.03986445
0.08224537  0.03853025
0.07612047  0.03715974
0.07022351  0.03575668
0.06455597  0.03432491
0.05911923  0.03286827
0.05391464  0.03139059
0.04894348  0.02989560
0.04420699  0.02838693
0.03970631  0.02686801
0.03544258  0.02534212
0.03141684  0.02381223
0.02763008  0.02228108
0.02408324  0.02075105
0.02077719  0.01922425
0.01771275  0.01770242
0.01489067  0.01618695
0.01231166  0.01467888
0.00997634  0.01317887
0.00788530  0.01168728
0.00603904  0.01020409
0.00443804  0.00872902
0.00308267  0.00726145
0.00197327  0.00580055
0.00111013  0.00434526
0.00049344  0.00289434
0.00012337  0.00144641
0.00000000  0.00000000
0.00012337  0.00353903
0.00049344  0.00705439
0.00111013  0.01052259
0.00197327  0.01392052
0.00308267  0.01722557
0.00443804  0.02041584
0.00603904  0.02347029
0.00788530  0.02636892
0.00997634  0.02909290
0.01231166  0.03162469
0.01489067  0.03394820
0.01771275  0.03604890
0.02077719  0.03791390
0.02408324  0.03953207
0.02763008  0.04089408
0.03141684  0.04199252
0.03544258  0.04282184
0.03970631  0.04337849
0.04420699  0.04366084
0.04894348  0.04366922
0.05391464  0.04340590
0.05911923  0.04287502
0.06455597  0.04208255
0.07022351  0.04103625
0.07612047  0.03974550
0.08224537  0.03822129
0.08859672  0.03647606
0.09517295  0.03452358
0.10197242  0.03237882
0.10899348  0.03005777
0.11623437  0.02757738
0.12369332  0.02495528
0.13136849  0.02220968
0.13925797  0.01935921
0.14735984  0.01642270
0.15567207  0.01341909
0.16419264  0.01036717
0.17291943  0.00728551
0.18185028  0.00419220
0.19098301  0.00110483
0.20031534  -0.00195977
0.20984499  -0.00498556
0.21956959  -0.00795747
0.22948676  -0.01086145
0.23959403  -0.01368459
0.24988893  -0.01641516
0.26036891  -0.01904264
0.27103137  -0.02155779
0.28187370  -0.02395263
0.29289322  -0.02622044
0.30408720  -0.02835568
0.31545289  -0.03035404
0.32698749  -0.03221224
0.33868813  -0.03392806
0.35055195  -0.03550014
0.36257601  -0.03692793
0.37475734  -0.03821154
0.38709295  -0.03935153
0.39957977  -0.04034888
0.41221475  -0.04120470
0.42499475  -0.04192019
0.43791662  -0.04249639
0.45097718  -0.04293409
0.46417321  -0.04323364
0.47750144  -0.04339487
0.49095858  -0.04341694
0.50454133  -0.04329828
0.51824633  -0.04303648
0.53207019  -0.04262836
0.54600950  -0.04206989
0.56006083  -0.04135627
0.57422071  -0.04048207
0.58848564  -0.03944133
0.60285211  -0.03822780
0.61731657  -0.03683521
0.63187545  -0.03525763
0.64652516  -0.03348978
0.66126208  -0.03152766
0.67608258  -0.02936893
0.69098301  -0.02701371
0.70595967  -0.02446515
0.72100889  -0.02173027
0.73612695  -0.01882086
0.75131011  -0.01575435
0.76655464  -0.01255488
0.78185676  -0.00925441
0.79721270  -0.00589385
0.81261869  -0.00252431
0.82807090  0.00079157
0.84356553  0.00397828
0.85909877  0.00694604
0.87466677  0.00958932
0.89026569  0.01178537
0.90589169  0.01339266
0.92154090  0.01424940
0.93720948  0.01417200
0.95289355  0.01295348
0.96858924  0.01036204
0.98429268  0.00613951
1.00000000  0.00000000
